RUN,NOMBRES,APELLIDOS,CORREO,SEXO,FECHA DE NACIMIENTO,FACULTAD,CARRERA,PREFERENCIA,AÑO EGRESO,NES,PUNTAJE LENGUAJE,PUNTAJE MATEMÁTICA
18125393,FILIPPO ISABEL,ESTEVE SIMPSON,filippo.esteve.s@usachi.cy,MASCULINO,6-3-1998,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2019,4.97,587,846
18759839,LEANDRO JOÃO GABRIEL,ANDERSON MARTINEZ,leandro.anderson.m@usachi.cy,MASCULINO,15-7-1996,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2017,4.84,562,577
18328443,SAMANTHA BLANCA,SEBASTIÁN DILLON,samantha.sebastián.d@usachi.cy,FEMENINO,20-12-1993,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2019,4,744,669
20315326,RAFAELA MEAGAN,LUMBRERAS RAMOS,rafaela.lumbreras.r@usachi.cy,FEMENINO,23-11-1998,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2018,4.15,560,845
19630017,BRIAN GIANFRANCESCO,SIERRA PALTRINIERI,brian.sierra.p@usachi.cy,MASCULINO,30-6-1995,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2019,4.19,577,841
18949670,HELOÍSA ANDREA,PERKINS FRESCOBALDI,heloísa.perkins.f@usachi.cy,FEMENINO,14-7-1994,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2017,6.47,739,739
20611559,VITTORIA ROSARIA,GARZA HENSON,vittoria.garza.h@usachi.cy,FEMENINO,18-7-1991,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2019,4.6,602,593
18631170,ISIS HEATHER,JOHNSON OTERO,isis.johnson.o@usachi.cy,FEMENINO,2-6-1990,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2019,6.22,724,559
18343813,CECÍLIA TAMMY,BOYD GOLDEN,cecília.boyd.g@usachi.cy,FEMENINO,31-5-1993,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2018,6.76,683,656
20932450,PAUL IKER,LAMBERT CORBACHO,paul.lambert.c@usachi.cy,MASCULINO,21-10-1997,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2019,5.66,762,581
19795240,JODY MEGAN,DA MATA ROS,jody.da mata.r@usachi.cy,FEMENINO,21-7-1994,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2019,6.84,684,697
19878209,YENI EVELIO,MARTÍNEZ JACKSON,yeni.martínez.j@usachi.cy,MASCULINO,14-8-1994,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2019,6.63,653,642
18794868,BRUNA CRYSTAL,GORDON ARRIAGA,bruna.gordon.a@usachi.cy,FEMENINO,22-7-1992,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2017,5.22,712,681
20188376,LORENA CAUÃ,ESPARZA BULZONI,lorena.esparza.b@usachi.cy,MASCULINO,2-4-1990,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2017,4.65,784,831
20349335,RACHEL TIZIANA,THOMAS BARROS,rachel.thomas.b@usachi.cy,FEMENINO,29-3-1998,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2019,5.59,693,843
20514822,JOSE CARLOS ADAM,DUDLEY LLORENS,jose carlos.dudley.l@usachi.cy,MASCULINO,23-2-1997,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2018,4.13,567,620
20515006,JAIME KARLA,MORCILLO ORTIZ,jaime.morcillo.o@usachi.cy,MASCULINO,28-11-1998,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2018,4.32,831,657
18988221,NATALIA ALEXIA,MONDRAGÓN MILLS,natalia.mondragón.m@usachi.cy,FEMENINO,14-5-1992,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2018,4.96,760,695
20748839,ISIS DONNA,DOMINGUEZ RICE,isis.dominguez.r@usachi.cy,FEMENINO,14-7-1998,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2017,6.3,610,692
20095977,RAQUEL JOSÉ MARÍA,HULL CALDEIRA,raquel.hull.c@usachi.cy,FEMENINO,25-9-1996,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2019,5.94,697,712
18224334,VITÓRIA LINDSAY,PALOMINO CARRILLO,vitória.palomino.c@usachi.cy,FEMENINO,9-2-1998,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2019,6.23,758,713
19744803,CHRISTOPHER JOHN,COLLINS SANCHEZ,christopher.collins.s@usachi.cy,MASCULINO,1-12-1992,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2018,5.21,552,700
19020426,ANA BEATRIZ HORACIO,HARRIS ZEDILLO,ana beatriz.harris.z@usachi.cy,FEMENINO,27-6-1994,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2018,5.23,692,703
20859631,ARTURO ALFREDO,DELEDDA CARDENAS,arturo.deledda.c@usachi.cy,MASCULINO,25-6-1995,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2019,6.68,582,832
20743872,MARÍA CRISTINA REGINALD,LEE FRY,maría cristina.lee.f@usachi.cy,MASCULINO,10-6-1990,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2019,4.37,695,769
18432307,LOURDES AMANDA,MÁRQUEZ ABATANTUONO,lourdes.márquez.a@usachi.cy,FEMENINO,19-7-1998,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2018,6.93,700,695
20723625,JONATHON HEITOR,SALES GOLDONI,jonathon.sales.g@usachi.cy,MASCULINO,11-8-1990,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2018,4.12,748,677
18367600,LUIZ GUSTAVO AUSTIN,MIRAMONTES GAMBOA,luiz gustavo.miramontes.g@usachi.cy,MASCULINO,28-7-1990,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2019,6.13,666,749
19327411,SUSAN JANICE,BENNETT LARREA,susan.bennett.l@usachi.cy,FEMENINO,11-2-1990,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2019,6.48,704,845
19163705,PABLO CRISTIAN,EVANS BOTTICELLI,pablo.evans.b@usachi.cy,MASCULINO,21-9-1991,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2018,5.81,820,612
18825667,MARIA ANITA,SCHICCHI FARIAS,maria.schicchi.f@usachi.cy,FEMENINO,21-11-1991,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2018,4.24,591,682
20039098,ALVARO ELIAS,NELSON MYERS,alvaro.nelson.m@usachi.cy,MASCULINO,17-1-1991,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2019,6.68,754,738
20374295,ESTHER ESPARTACO,SMITH NUNES,esther.smith.n@usachi.cy,FEMENINO,21-5-1990,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2019,5.85,784,814
19605577,ADRIANA MORENA,BOYD FARIAS,adriana.boyd.f@usachi.cy,FEMENINO,18-11-1990,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2018,4.63,721,592
20121609,HERMELINDA JACOPO,OCHOA VALBUENA,hermelinda.ochoa.v@usachi.cy,MASCULINO,3-11-1992,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2018,4.99,644,796
20883521,CHRISTINE NATALIA,LAWSON ANTONETTI,christine.lawson.a@usachi.cy,FEMENINO,27-1-1995,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2019,4.26,735,715
19603367,SERAFÍN DAVID,BARREDA ALLEN,serafín.barreda.a@usachi.cy,MASCULINO,4-7-1994,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2018,4.33,704,781
19802019,HEATHER FABIA,LOZANO TAMEZ,heather.lozano.t@usachi.cy,FEMENINO,18-2-1992,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2019,6.56,806,616
20560190,GLORIA TRACY,HANNA REYES,gloria.hanna.r@usachi.cy,FEMENINO,27-12-1991,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2018,6.81,579,582
19229233,CATHERINE CATALINA,TORNATORE STEELE,catherine.tornatore.s@usachi.cy,FEMENINO,2-1-1997,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2017,6.51,671,567
19875587,KARA ANA,GIORGETTI TREZZINI,kara.giorgetti.t@usachi.cy,FEMENINO,11-1-1993,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2018,6.91,752,670
20327837,JOHN JARED,BORROMINI MASCHERONI,john.borromini.m@usachi.cy,MASCULINO,11-3-1992,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2019,5.15,591,678
20374617,MONTSERRAT HILDA,BARR PALACIOS,montserrat.barr.p@usachi.cy,FEMENINO,9-8-1996,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2018,4.75,724,640
19669678,POMPONIO GREGORIO,VILLEGAS WILSON,pomponio.villegas.w@usachi.cy,MASCULINO,17-12-1993,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2019,5.07,581,599
18463138,MITZY EDDIE,LLAMAS ACEVEDO,mitzy.llamas.a@usachi.cy,MASCULINO,10-1-1998,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2018,5.97,836,807
20820594,CARLA RUGGERO,CASAGRANDE FLETCHER,carla.casagrande.f@usachi.cy,MASCULINO,15-5-1994,FACULTAD TECNOLÓGICA,PUBLICIDAD,2,2019,4.56,730,626
18023161,ROSARIO AMANDA,DA CONCEIÇÃO MANJÓN,rosario.da conceição.m@usachi.cy,FEMENINO,15-1-1997,FACULTAD TECNOLÓGICA,PUBLICIDAD,3,2018,4.22,832,814
20204249,LUCIANO LEONARDO,SMITH LARREA,luciano.smith.l@usachi.cy,MASCULINO,16-3-1995,FACULTAD TECNOLÓGICA,PUBLICIDAD,1,2019,6.27,703,832
20984377,REBECCA BEATRIZ,CERVÁNTEZ MONTEIRO,rebecca.cervántez.m@usachi.cy,FEMENINO,9-10-1993,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2018,4,574,632
18939312,REINA YOLANDA,CARRERAS OLSON,reina.carreras.o@usachi.cy,MASCULINO,26-7-1998,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2018,4.86,810,817
19929302,SHAWN LORENZO,JOHNSON SARACENO,shawn.johnson.s@usachi.cy,MASCULINO,7-1-1996,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,5.02,558,777
19059269,ANA NICOLE,ARAGÃO MAZZACURATI,ana.aragão.m@usachi.cy,FEMENINO,21-9-1995,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2018,5.69,826,698
19437390,DONATELLO DAVID,ROCHA HOYOS,donatello.rocha.h@usachi.cy,MASCULINO,29-4-1997,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2017,4.04,603,765
20649694,ANA SOPHIA GABRIELA,WRIGHT HERMAN,ana sophia.wright.h@usachi.cy,FEMENINO,25-12-1999,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,4.52,761,647
20515363,FERNANDA CATHERINE,STEELE SOSA,fernanda.steele.s@usachi.cy,FEMENINO,27-9-1997,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2019,6.6,599,657
18090872,RONNIE JORGE,LEON BOCELLI,ronnie.leon.b@usachi.cy,MASCULINO,26-4-1993,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2018,6.25,735,833
19794481,ENZO GABRIEL VITOR HUGO,RODRIGUES BROWN,enzo gabriel.rodrigues.b@usachi.cy,MASCULINO,15-2-1994,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2018,4.23,771,769
20031132,DAVID CIPRIANO,HOWELL PAREDES,david.howell.p@usachi.cy,MASCULINO,11-11-1993,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2019,4.98,596,560
18171231,JOSE MIGUEL AUGUSTO,REYES AGUILAR,jose miguel.reyes.a@usachi.cy,MASCULINO,30-11-1995,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2019,5.79,569,679
18932904,RICCIOTTI MICHAEL,GOLDEN MALONE,ricciotti.golden.m@usachi.cy,MASCULINO,5-7-1997,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2018,5.07,600,809
20056710,MARIA CLARA MARGARITA,CUNHA SUÁREZ,maria clara.cunha.s@usachi.cy,FEMENINO,2-3-1998,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2018,4.01,560,721
19628667,DAVID RAMIRO,SEVILLANO HOLGUÍN,david.sevillano.h@usachi.cy,MASCULINO,6-7-1998,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2017,4.06,591,555
18845594,DAVID YAGO,CID BETTIN,david.cid.b@usachi.cy,MASCULINO,26-12-1991,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,4.76,687,658
20289298,ANA LAURA ELIZABETH,KING BAIRD,ana laura.king.b@usachi.cy,FEMENINO,19-12-1991,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2018,6.79,589,579
18617967,LÍVIA ILARIA,HAYES GOMES,lívia.hayes.g@usachi.cy,FEMENINO,3-2-1998,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2017,5.16,700,559
18670648,AMANDA PATRICIA,CORREA DAVIS,amanda.correa.d@usachi.cy,FEMENINO,31-10-1990,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2019,6.44,648,599
19807101,LICIA KATHERINE,VIANA TURNER,licia.viana.t@usachi.cy,FEMENINO,14-9-1991,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,6.21,716,606
19304183,GREGORY LUCAS GABRIEL,STRONG MENDES,gregory.strong.m@usachi.cy,MASCULINO,27-3-1996,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2019,4.5,789,697
18507812,TEODORO MONTSERRAT,MOODY CASARES,teodoro.moody.c@usachi.cy,FEMENINO,9-5-1999,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,4.74,690,617
18527189,ENCARNACION FLORENCIA,BAILEY GUILLEN,encarnacion.bailey.g@usachi.cy,FEMENINO,20-1-1995,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,6.35,722,799
20612899,PALOMA MICHELLE,NIÑO HUGHES,paloma.niño.h@usachi.cy,FEMENINO,26-3-1997,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2019,4.87,550,621
20258693,DALIA SERGIO,SUÁREZ BUCK,dalia.suárez.b@usachi.cy,MASCULINO,17-4-1990,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,6.22,733,601
20738139,EDOARDO JACOB,GRAHAM CUNHA,edoardo.graham.c@usachi.cy,MASCULINO,21-2-1996,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2019,5.09,789,761
19692271,GALASSO VINCENT,GAY MCNEIL,galasso.gay.m@usachi.cy,MASCULINO,2-5-1993,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2019,6.07,747,682
18620416,ROBERT MARC,MUÑIZ PULIDO,robert.muñiz.p@usachi.cy,MASCULINO,24-4-1996,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2019,4.41,780,733
18571198,YOLANDA MILENA,GARRIDO NOGUEIRA,yolanda.garrido.n@usachi.cy,FEMENINO,31-12-1991,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2019,6.38,567,589
18518897,ELOISA LORI,TEIXEIRA TURCHI,eloisa.teixeira.t@usachi.cy,FEMENINO,15-6-1997,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2018,4.03,771,744
19637296,MATTHEW OTTONE,BARROS BAENA,matthew.barros.b@usachi.cy,MASCULINO,22-7-1996,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2019,4.02,634,690
20324792,SARAH JESÚS,PABÓN AYALA,sarah.pabón.a@usachi.cy,FEMENINO,10-11-1993,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2018,4.26,795,821
19554345,MATILDA ELOISA,TUCKER BROWN,matilda.tucker.b@usachi.cy,FEMENINO,19-12-1998,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,5.17,805,828
20268806,AMANDA SUZANNE,CABEZA THOMPSON,amanda.cabeza.t@usachi.cy,FEMENINO,12-11-1998,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2017,6.91,709,611
20370272,SANDRA ANDRÉS,GAMEZ NGUYEN,sandra.gamez.n@usachi.cy,MASCULINO,11-2-1993,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,4.84,744,745
20851398,FAUSTO NICOLÒ,TUCKER LARA,fausto.tucker.l@usachi.cy,MASCULINO,2-2-1990,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2019,6.3,805,693
20530925,MICHELLE MAGDALENA,WALKER FOGAÇA,michelle.walker.f@usachi.cy,FEMENINO,18-12-1996,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2019,5.06,675,672
18565146,MANUELA ELIZABETH,VIVIANI CUNNINGHAM,manuela.viviani.c@usachi.cy,FEMENINO,30-4-1990,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,4.27,701,818
20938751,LAURA EVA,TALAVERA GUALTIERI,laura.talavera.g@usachi.cy,FEMENINO,27-3-1999,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2019,5.09,810,620
19356098,REBECA ALEJANDRA,VIZCAÍNO WAGNER,rebeca.vizcaíno.w@usachi.cy,FEMENINO,23-3-1993,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2018,5.67,678,687
19557630,KENNETH EMILIO,THOMAS WILLIAMS,kenneth.thomas.w@usachi.cy,MASCULINO,13-3-1996,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2018,5.27,658,774
20195068,GEORGE MARCANTONIO,LUCAS MARTIN,george.lucas.m@usachi.cy,MASCULINO,7-7-1991,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2018,6.66,572,802
20854399,MIRELLA SABRINA,WOODS BELLIDO,mirella.woods.b@usachi.cy,FEMENINO,22-1-1998,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2018,5.07,594,607
19896392,PAMELA IRMA,BELL TENCALLA,pamela.bell.t@usachi.cy,MASCULINO,31-3-1991,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,6.72,662,845
19885712,ADAM KEVIN,BROWN PANTOJA,adam.brown.p@usachi.cy,MASCULINO,15-12-1998,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2018,4.16,717,589
20682349,JESSICA DULCE MARÍA,MCCLURE THOMAS,jessica.mcclure.t@usachi.cy,FEMENINO,25-12-1990,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,6.35,558,574
18178916,OTTAVIO VÍCTOR,MERCADO DA CONCEIÇÃO,ottavio.mercado.d@usachi.cy,MASCULINO,22-4-1995,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,6.8,757,585
18479830,CLARA CÉSAR,LLAMAS TEJERO,clara.llamas.t@usachi.cy,FEMENINO,21-6-1998,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2017,6.17,749,609
18258381,NIEVES CARMEN,CAINERO ZAYAS,nieves.cainero.z@usachi.cy,FEMENINO,25-7-1991,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2018,4.91,634,808
19815456,CAUÊ XAVIER,KIM HARRIS,cauê.kim.h@usachi.cy,MASCULINO,5-4-1999,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,5.22,691,676
19955613,MARGARITA FABIA,GÓMEZ CHANG,margarita.gómez.c@usachi.cy,FEMENINO,23-8-1994,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,4.57,834,673
20887474,DAVID TANNER,SMITH JACKSON,david.smith.j@usachi.cy,MASCULINO,21-11-1991,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2019,5.69,665,815
19436383,ESTEFANÍA MARISELA,HODGES HOLMES,estefanía.hodges.h@usachi.cy,MASCULINO,9-7-1997,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,4.93,585,743
19188547,EVELIO PETER,GUILLÉN VICENS,evelio.guillén.v@usachi.cy,MASCULINO,18-1-1994,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2018,5.28,628,796
20077259,YVETTE RACHEL,MONTEIRO MUTI,yvette.monteiro.m@usachi.cy,FEMENINO,3-5-1997,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2017,5.02,659,690
18265286,ESPERANZA SHERI,SEVILLA SALCEDO,esperanza.sevilla.s@usachi.cy,FEMENINO,21-11-1995,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2017,5.14,605,673
20157423,EDUARDO PABLO,CADENA ALVARADO,eduardo.cadena.a@usachi.cy,FEMENINO,14-11-1992,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2018,5.79,662,822
20987355,RYAN JOSE CARLOS,ÁGUILA ESCOBAR,ryan.águila.e@usachi.cy,MASCULINO,14-7-1991,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,3,2018,6.7,850,840
18125074,MICHELOTTO RICARDO,POMBO GRAY,michelotto.pombo.g@usachi.cy,MASCULINO,20-2-1996,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2018,4.71,746,633
20533431,DIOGO GIANFRANCO,MORALES PRINCE,diogo.morales.p@usachi.cy,MASCULINO,5-7-1995,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2018,4.12,598,712
18181363,JENNIFER ROBERTO,BORREGO BOAGA,jennifer.borrego.b@usachi.cy,FEMENINO,5-4-1999,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,2,2019,4.74,661,779
18847970,RUBEN ERICK,FEIJOO GOMEZ,ruben.feijoo.g@usachi.cy,MASCULINO,20-4-1993,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ADMINISTRACIÓN DE PERSONAL,1,2019,6.65,627,674
18168475,GERMÁN BRUNO,PUCCI FORD,germán.pucci.f@usachi.cy,MASCULINO,14-2-1995,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,3,2017,5.19,594,681
18004153,ALVARO JOÃO MIGUEL,FAGIANI MARCONI,alvaro.fagiani.m@usachi.cy,MASCULINO,10-6-1996,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,1,2019,6.25,606,699
18263250,LUIS MANUEL JENNA,MORTATI MONTALCINI,luis manuel.mortati.m@usachi.cy,FEMENINO,3-10-1990,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,1,2017,6.09,594,730
20355496,GRAZIELLA GABRIELLY,FILOGAMO ARJONA,graziella.filogamo.a@usachi.cy,FEMENINO,18-9-1994,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,2,2018,4.43,728,710
19529930,EMILY CINDY,ALBA RODRIGUES,emily.alba.r@usachi.cy,FEMENINO,1-3-1997,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,2,2018,4.21,785,553
18587352,DAVID JESUS,GONZALO CALDEIRA,david.gonzalo.c@usachi.cy,MASCULINO,27-11-1991,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,3,2018,6.02,744,677
20742107,ISABELA RAFAELA,BIRD CONTRERAS,isabela.bird.c@usachi.cy,FEMENINO,12-4-1996,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,2,2019,6.25,805,845
18512475,SAMANTHA SARAH,VILLALONGA MAYORGA,samantha.villalonga.m@usachi.cy,FEMENINO,28-5-1993,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,3,2019,4.06,572,587
18665836,ESPARTACO HELOÍSA,ESPARZA PHILLIPS,espartaco.esparza.p@usachi.cy,FEMENINO,25-6-1991,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,2,2019,4.94,625,659
18438418,ALFONSO DIEGO,JAUME CABALLERO,alfonso.jaume.c@usachi.cy,MASCULINO,17-3-1994,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,3,2019,5.38,557,755
20793072,CONCEPCIÓN RAQUEL,POMARES ARAÚJO,concepción.pomares.a@usachi.cy,FEMENINO,29-12-1996,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,1,2017,4.96,648,720
18784783,ALEX THOMAS,BERNINI SERRAGLIO,alex.bernini.s@usachi.cy,MASCULINO,28-12-1996,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,3,2019,4.5,755,750
20413460,TYLER DARÍO,QUINTANILLA MCGUIRE,tyler.quintanilla.m@usachi.cy,MASCULINO,6-2-1990,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,3,2017,5.05,647,692
18153619,DANIEL BENJAMIN,DONOSO MOURA,daniel.donoso.m@usachi.cy,MASCULINO,16-3-1990,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,3,2019,4.65,789,620
18323200,GRACE REINA,VIERA CALDEIRA,grace.viera.c@usachi.cy,FEMENINO,25-9-1997,FACULTAD TECNOLÓGICA,TECNOLOGÍA EN ALIMENTOS,2,2019,5.82,576,826
